%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
31680000000,0,31680000000,map,-0.000753836240619421,0.0007631676271557808,0.016500117257237434,0.009030348077063686,-0.009387403253711896,0.02529139656072038,-0.9995952888463273
31716000000,1,31716000000,map,-0.0008174742106348276,0.0008080911939032376,0.01650829426944256,0.009015033645110065,-0.009394700564825336,0.025301596098059986,-0.9995951202589333
31748000000,2,31748000000,map,-0.0008577361004427075,0.0008238822338171303,0.016501951962709427,0.008968679911384598,-0.009434221240735974,0.02525965998379165,-0.999596173930146
31780000000,3,31780000000,map,-0.0008959999540820718,0.0008105493616312742,0.016506895422935486,0.00894398321640526,-0.009439486921462773,0.025203436087878117,-0.9995977755103895
31816000000,4,31816000000,map,-0.0009247518610209227,0.0008041399996727705,0.016539962962269783,0.008970650400029577,-0.00944407952854338,0.025175239846224273,-0.9995982391257232
31848000000,5,31848000000,map,-0.0009097721194848418,0.0007981546223163605,0.01657143607735634,0.008892364048907187,-0.009414497606347218,0.02522893493122713,-0.999597817657238
31880000000,6,31880000000,map,-0.0008936805534176528,0.0007985255215317011,0.01659616455435753,0.008875393171720829,-0.009439929463372137,0.025165166749430257,-0.9995993770906328
31916000000,7,31916000000,map,-0.0008779553463682532,0.0007881482597440481,0.016616232693195343,0.008834959567906486,-0.00942718428107786,0.025156400204939977,-0.999600051440209
31948000000,8,31948000000,map,-0.0008291854173876345,0.0007720872526988387,0.016628315672278404,0.008862824582252272,-0.00941655996195106,0.025152649135422533,-0.9996000092933606
31980000000,9,31980000000,map,-0.0007498406921513379,0.0007870201952755451,0.016644980758428574,0.008901692084908572,-0.009401119521621738,0.02512951051558998,-0.9996003886149972
32016000000,10,32016000000,map,-0.0006439355784095824,0.0008253592532128096,0.01665051095187664,0.008898154918879101,-0.009392531566170231,0.025180929670773344,-0.9995992085032388
32048000000,11,32048000000,map,-0.0005632478860206902,0.0008525833836756647,0.016664689406752586,0.008930942985591895,-0.009414288106875616,0.02522252861025359,-0.9995976490698439
32080000000,12,32080000000,map,-0.0005288670654408634,0.0008777420152910054,0.01669294945895672,0.008896735878941494,-0.009437542301269246,0.025268974437312575,-0.9995965532517826
32116000000,13,32116000000,map,-0.0004963054088875651,0.0008919499232433736,0.0167224183678627,0.008865920111871076,-0.009443645527133103,0.025271671835617238,-0.9995967218391767
32148000000,14,32148000000,map,-0.00048245504149235785,0.0008833889150992036,0.016741111874580383,0.008850713742955313,-0.009484465326142348,0.025310404789398777,-0.9995954995805698
32180000000,15,32176000000,map,-0.0004868674441240728,0.0008756069582886994,0.016749123111367226,0.008840429088738019,-0.009465384163659676,0.02534294215644911,-0.9995949095246908
32216000000,16,32216000000,map,-0.0005336121539585292,0.0008463271660730243,0.01675880141556263,0.008783485012666459,-0.009471873193707632,0.02533173109474529,-0.9995956681679639
32248000000,17,32248000000,map,-0.0005730887642130256,0.0008025880670174956,0.016746077686548233,0.008789073750633454,-0.009503241973528628,0.02538816572490138,-0.999593855853478
32280000000,18,32280000000,map,-0.0006013875245116651,0.0007055815658532083,0.016738757491111755,0.008763315358430154,-0.009507554205284962,0.025433979349232694,-0.9995928864759622
32316000000,19,32316000000,map,-0.0006504827761091292,0.0005963907460682094,0.016712624579668045,0.008761140762146733,-0.00953067841945633,0.025465758073009936,-0.999591874951598
32348000000,20,32348000000,map,-0.0007104247342795134,0.00048680021427571774,0.01668558642268181,0.008754659078985944,-0.009576396184402728,0.02545690723482269,-0.9995917063642039
32380000000,21,32380000000,map,-0.0007412828272208571,0.0003722223627846688,0.016669172793626785,0.008740300339170016,-0.009614623211365983,0.025467443946950385,-0.9995912006020218
32416000000,22,32416000000,map,-0.000720018579158932,0.0003217525954823941,0.01664786972105503,0.008729072731535356,-0.009598627906129654,0.025493027083996422,-0.9995908212803852
32448000000,23,32448000000,map,-0.00068413105327636,0.0003134491853415966,0.016596686094999313,0.008725236709776357,-0.009612863662758717,0.025469171967739346,-0.9995913270425674
32480000000,24,32480000000,map,-0.0006445350591093302,0.0003494870907161385,0.016539836302399635,0.008762642490579124,-0.009553322883953634,0.025436676747537357,-0.9995923807137801
32516000000,25,32516000000,map,-0.0005773555021733046,0.00041249929927289486,0.016489844769239426,0.00877144838310374,-0.00952446167698291,0.02543473799250584,-0.9995926335948713
32548000000,26,32548000000,map,-0.0004616580263245851,0.0005296750459820032,0.016442250460386276,0.00873334450396348,-0.009500854667369127,0.025418089987344128,-0.9995936029723869
32580000000,27,32580000000,map,-0.00038337279693223536,0.0006553832208737731,0.016398292034864426,0.00877511026099941,-0.009593317403217281,0.025386311263566885,-0.9995931815039018
32616000000,28,32616000000,map,-0.0003266043495386839,0.0008198139257729053,0.016353916376829147,0.00874426798751255,-0.009619103371971853,0.025398533849635085,-0.9995929286228107
32648000000,29,32648000000,map,-0.0002765573444776237,0.0010046279057860374,0.01629999279975891,0.008761457686691199,-0.009587924870354633,0.025409449883399327,-0.9995928021822651
32680000000,30,32680000000,map,-0.00021556709543801844,0.0011151800863444805,0.01625569351017475,0.008785813790682813,-0.009553352106866175,0.025367176594342955,-0.999593940147175
32716000000,31,32716000000,map,-0.000122540004667826,0.0012119053862988949,0.01624258980154991,0.008763735592144311,-0.009564840909716314,0.0253677245033736,-0.9995940665877205
32748000000,32,32748000000,map,-3.156412276439369e-05,0.0012828786857426167,0.016251375898718834,0.008688920079271727,-0.009542824038135118,0.025455769269912887,-0.9995926757417197
32780000000,33,32780000000,map,3.2650121283950284e-05,0.0013281229184940457,0.016253355890512466,0.008642609706586209,-0.009505179205675953,0.025512203900068975,-0.999592043538992
32816000000,34,32816000000,map,0.00010607505100779235,0.0013170422753319144,0.01627524010837078,0.00860531637225818,-0.009525662532893216,0.025566868362587536,-0.9995907369866881
32848000000,35,32848000000,map,0.00017025231500156224,0.001261105528101325,0.01631436124444008,0.008589489283984609,-0.009571428371588697,0.02568045411932446,-0.9995874916793528
32880000000,36,32880000000,map,0.0002200824674218893,0.0011832956224679947,0.016333920881152153,0.008562951175083858,-0.009606578925564846,0.0257243289886242,-0.999586269420746
32916000000,37,32916000000,map,0.0002466480655129999,0.0010978142963722348,0.016349315643310547,0.00856831135694755,-0.00959914037723396,0.02573874321081493,-0.9995859322459579
32948000000,38,32948000000,map,0.00028696691151708364,0.000990728265605867,0.016351675614714622,0.008550519048385065,-0.009615137493467686,0.025808454098251943,-0.9995840777846234
32980000000,39,32980000000,map,0.0003817144315689802,0.0008876971551217139,0.01633748784661293,0.008580598727331683,-0.009614856953507283,0.02582590289353548,-0.9995834034350473
33016000000,40,33016000000,map,0.00044781516771763563,0.0008113501826301217,0.016307219862937927,0.008594943184963594,-0.009608845718079387,0.025831634864933006,-0.9995832348476532
33048000000,41,33048000000,map,0.0005286773084662855,0.0007560908561572433,0.016252342611551285,0.00856000171886873,-0.009668726264691558,0.025827757354869973,-0.9995830662602592
33080000000,42,33080000000,map,0.000571003882214427,0.0007073724991641939,0.016170330345630646,0.008554512791553726,-0.009662864518866972,0.025830960515356827,-0.9995830662602592
33116000000,43,33116000000,map,0.0005866811261512339,0.000668241351377219,0.016113312914967537,0.00852751308411191,-0.00964201174818073,0.025870957874593647,-0.9995824340575314
33148000000,44,33148000000,map,0.0005639681476168334,0.0006487438222393394,0.016096677631139755,0.0085737757123206,-0.00963220350975593,0.025944251244154115,-0.9995802845682575
33180000000,45,33180000000,map,0.0005432097823359072,0.0006379900150932372,0.016127265989780426,0.00858090507400499,-0.009637236148044967,0.025987493910726245,-0.9995790201628021
33216000000,46,33216000000,map,0.0005037111695855856,0.0006322539993561804,0.01620800606906414,0.008566797404282732,-0.009625854194041246,0.026000685874310148,-0.9995788937222565
33248000000,47,33248000000,map,0.00045320275239646435,0.0006373170763254166,0.016278564929962158,0.008576314360239843,-0.009615890744907723,0.026034108325179384,-0.999578092932135
33280000000,48,33280000000,map,0.00036983308382332325,0.0006428556516766548,0.016342563554644585,0.008573724304689946,-0.009612120577599522,0.026013414222560483,-0.9995786408411655
33316000000,49,33316000000,map,0.000268954987404868,0.0005985719035379589,0.016429895535111427,0.00858567890430239,-0.009616865349620505,0.026030610136752952,-0.9995780507852864
33348000000,50,33348000000,map,0.00011475507926661521,0.0005475744837895036,0.016503820195794106,0.008600919599850633,-0.009620215365532614,0.026017755347957083,-0.9995782615195289
33380000000,51,33380000000,map,-5.502600470208563e-05,0.0005056416848674417,0.016628915444016457,0.008547658084088196,-0.009599576333698245,0.026023908787839667,-0.9995787672817111
33416000000,52,33416000000,map,-0.000268490839516744,0.00039821784594096243,0.01682334579527378,0.008550843052282991,-0.00959084773783525,0.026015310830743432,-0.9995790201628021
33448000000,53,33448000000,map,-0.00043288306915201247,0.00032265661866404116,0.0169722568243742,0.008517060830317336,-0.009601897003385344,0.025993225882123716,-0.9995797788060754
33480000000,54,33480000000,map,-0.000622020976152271,0.000273284938884899,0.01711384393274784,0.008525454762093179,-0.009653574184538669,0.025986229505270964,-0.9995793573375902
33516000000,55,33516000000,map,-0.0007647587335668504,0.0002474010980222374,0.01723470352590084,0.008540430475795023,-0.00967201170208285,0.026024372403173346,-0.9995780507852864
33548000000,56,33548000000,map,-0.0008727210224606097,0.0002563299494795501,0.01732618920505047,0.008557086506968016,-0.009763704681719238,0.026026353305053262,-0.9995769971140737
33580000000,57,33580000000,map,-0.0009393651853315532,0.00028211355675011873,0.01743980124592781,0.008529267240886018,-0.009826845641031399,0.026027870591599722,-0.9995765756455885
33616000000,58,33616000000,map,-0.0009539892198517919,0.0003146172093693167,0.017550064250826836,0.008493380928058325,-0.009820434957200377,0.02608139708920848,-0.9995755641212243
33648000000,59,33648000000,map,-0.0009204806992784142,0.000361178710591048,0.017637144774198532,0.008426420822190181,-0.00979033482221498,0.026162951241077148,-0.9995742575689204
33680000000,60,33676000000,map,-0.0008729428518563509,0.00041691260412335396,0.017754018306732178,0.008465036555049273,-0.009754988104293516,0.026235907435849526,-0.9995723609607374
33716000000,61,33716000000,map,-0.0008183597819879651,0.000421841541538015,0.017871227115392685,0.008480311247957742,-0.009770373926587705,0.026272912368841994,-0.9995710965552822
33748000000,62,33748000000,map,-0.0007898433832451701,0.00037384952884167433,0.0179760605096817,0.008444539974623785,-0.009782465256503618,0.026284671339576626,-0.9995709701147366
33780000000,63,33780000000,map,-0.000779779045842588,0.0003118010063190013,0.018081972375512123,0.008404110363235521,-0.00975862092391277,0.026319105314809965,-0.999570675086797
33816000000,64,33816000000,map,-0.0007836852455511689,0.0002465466968715191,0.01820199377834797,0.008406791339086549,-0.009760146730378734,0.026362558715624707,-0.9995694528281901
33848000000,65,33848000000,map,-0.0008022110559977591,0.00020088895689696074,0.018261808902025223,0.008426082865380491,-0.009793873305333467,0.026414062164505037,-0.9995675983668557
33880000000,66,33880000000,map,-0.0008290692348964512,0.00015962438192218542,0.018283220008015633,0.008438831834305686,-0.009791023577452266,0.026428012771362086,-0.999567134751522
33916000000,67,33916000000,map,-0.0008844290859997272,0.00012998537567909807,0.018283246085047722,0.008385592215148141,-0.009796892773061599,0.02643003582009068,-0.9995675562200071
33948000000,68,33948000000,map,-0.0009272389579564333,9.30213209358044e-05,0.018221888691186905,0.008420869580101109,-0.009759882118963621,0.026421817184631102,-0.9995677669542498
33980000000,69,33980000000,map,-0.0009734959458000958,6.825743184890598e-05,0.018143191933631897,0.008454720496490754,-0.009792444099115016,0.026441963378219246,-0.9995666711361884
34016000000,70,34016000000,map,-0.0009966501966118813,2.4422974092885852e-05,0.01802133582532406,0.008482002060981986,-0.009789317947176591,0.026463626858353795,-0.9995659124929153
34048000000,71,34048000000,map,-0.0009986383374780416,-5.466622314997949e-05,0.01791537180542946,0.008493510867121556,-0.00976283252183648,0.026479179045454326,-0.9995656174649756
34080000000,72,34080000000,map,-0.0010230503976345062,-0.00010839992319233716,0.0178214218467474,0.008479738355394827,-0.00974317863142702,0.026527985096029993,-0.9995646059406114
34116000000,73,34116000000,map,-0.0010469242697581649,-0.00013667982420884073,0.017726052552461624,0.008450268282867442,-0.00976751205679214,0.026529628823121876,-0.9995645637937629
34148000000,74,34148000000,map,-0.0010673869401216507,-0.00015409417392220348,0.01765638031065464,0.008438956916603173,-0.009755650558909514,0.026587201418187767,-0.9995632993883077
34180000000,75,34180000000,map,-0.001080480171367526,-0.00014787698455620557,0.017598355188965797,0.008474001815344821,-0.009732600389836261,0.026547077618405412,-0.9995643109126718
34216000000,76,34216000000,map,-0.0010862029157578945,-0.00011015725613106042,0.017527958378195763,0.008448052815665493,-0.009731645212186463,0.02653325345209384,-0.999564900968551
34248000000,77,34248000000,map,-0.0011032812763005495,-6.817490793764591e-05,0.017472369596362114,0.008460649948922568,-0.009718974321944495,0.026530176732152577,-0.9995649431153995
34280000000,78,34280000000,map,-0.001131929224357009,-5.675445208908059e-06,0.017440855503082275,0.008498826720708057,-0.009658799529414352,0.026566718049811533,-0.9995643109126718
