%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
47640000000,0,47640000000,map,-0.0008870246820151806,0.0005986953619867563,-0.007317110430449247,0.006893940089955629,-0.00974352835971979,0.02838556529729913,-0.9995258308399814
47676000000,1,47676000000,map,-0.0008068878669291735,0.00045148341450840235,-0.007414230145514011,0.006867634694220387,-0.009760581205117875,0.02838518597566253,-0.9995258729868299
47708000000,2,47708000000,map,-0.0007851723930798471,0.00030799125670455396,-0.007486059330403805,0.00690552092440076,-0.009719377227706286,0.028400274547429438,-0.9995255358120418
47740000000,3,47740000000,map,-0.0007908837869763374,0.0001544457918498665,-0.007562027312815189,0.006862607036174193,-0.009750873271253449,0.02845717279291915,-0.9995239342317983
47776000000,4,47776000000,map,-0.0008284699870273471,-1.8598722817841917e-05,-0.007660967763513327,0.006849448493724063,-0.009745634714328573,0.028469016057350638,-0.9995237234975558
47808000000,5,47808000000,map,-0.0008739217882975936,-0.0001381908805342391,-0.0077702985145151615,0.006869868477191464,-0.009746804454010877,0.028511584374346644,-0.9995223747984034
47840000000,6,47840000000,map,-0.0009697852074168622,-0.0002483021526131779,-0.007903700694441795,0.006885554842735485,-0.00969812895988397,0.028532615651753634,-0.9995220797704639
47876000000,7,47876000000,map,-0.0010606732685118914,-0.00033483156585134566,-0.007991026155650616,0.0068150293357420915,-0.00969741048782576,0.028492154677183135,-0.9995237656444043
47908000000,8,47908000000,map,-0.0011530026094987988,-0.00043860776349902153,-0.008091907016932964,0.006797272012356592,-0.009712018651374088,0.028513228101438637,-0.9995231755885252
47940000000,9,47940000000,map,-0.0012410931522026658,-0.0005379013018682599,-0.008205623365938663,0.006797401910260792,-0.009773114953466056,0.028506821780464986,-0.9995227541200401
47976000000,10,47976000000,map,-0.0013049491681158543,-0.0006445482722483575,-0.008327748626470566,0.006758888087164311,-0.009751760495341828,0.028507875451677767,-0.9995232177353737
48008000000,11,48008000000,map,-0.001332690822891891,-0.0006943342741578817,-0.008427535183727741,0.006805288968560646,-0.009761482094004795,0.028575310409295118,-0.9995208575118572
48040000000,12,48040000000,map,-0.0013570240698754787,-0.0007331411470659077,-0.008529971353709698,0.006804744681524798,-0.0097441706052512,0.028610713762044326,-0.9995200145748868
48076000000,13,48076000000,map,-0.0013724974123761058,-0.0007158947410061955,-0.008637727238237858,0.006819176025872732,-0.009732318121196527,0.028650163212250557,-0.9995188344631286
48108000000,14,48108000000,map,-0.001420780667103827,-0.0006844631861895323,-0.008763858117163181,0.006811812675092851,-0.009793446362697135,0.028683627809968193,-0.9995174014702792
48140000000,15,48140000000,map,-0.0014975409721955657,-0.0006350848125293851,-0.008922799490392208,0.006847676515089208,-0.009767544984017539,0.02869589254288485,-0.9995170221486427
48176000000,16,48176000000,map,-0.0016065423842519522,-0.0005744399968534708,-0.009113263338804245,0.006824874082228053,-0.009767614460463132,0.028697325535734175,-0.9995171907360366
48208000000,17,48208000000,map,-0.001702446723356843,-0.0005022607510909438,-0.009232979267835617,0.0068278661792000725,-0.009769500861206247,0.028700360108826983,-0.9995170221486426
48240000000,18,48240000000,map,-0.0017962766578420997,-0.0003977484302595258,-0.009327076375484467,0.006790601121126854,-0.00980761280751673,0.02865682241431522,-0.9995181601135523
48276000000,19,48276000000,map,-0.0018595334840938449,-0.0003313872730359435,-0.009418602101504803,0.006810931707177296,-0.009823807734057043,0.028708199422650016,-0.9995163477990665
48308000000,20,48308000000,map,-0.0018619968323037028,-0.00022884260397404432,-0.009476982988417149,0.0068184070105235355,-0.009809176686087063,0.028741664020367708,-0.9995155048620963
48340000000,21,48340000000,map,-0.0018416313687339425,-0.00015372516645584255,-0.009509188123047352,0.00682854958376323,-0.009817323210923063,0.028742844132126022,-0.9995153362747022
48376000000,22,48376000000,map,-0.001768451533280313,-7.924226520117372e-05,-0.009547306224703789,0.006832475826119824,-0.00983777365207396,0.028734962671454478,-0.9995152941278537
48408000000,23,48408000000,map,-0.0016834979178383946,-1.0498990377527662e-05,-0.009568345732986927,0.00681309222707186,-0.009890893169176861,0.02876948094038484,-0.9995139032818527
48440000000,24,48440000000,map,-0.001592387561686337,7.372653635684401e-05,-0.00959701370447874,0.00670851618238484,-0.009900998370015728,0.028739093062608467,-0.9995154627152476
48476000000,25,48476000000,map,-0.0014921104302629828,0.00012390714255161583,-0.009603815153241158,0.006713418387702264,-0.009929897937204042,0.028760040046318436,-0.999514493337732
48508000000,26,48508000000,map,-0.001402182737365365,0.00017213971295859665,-0.009587460197508335,0.006729583185831333,-0.009949314298841277,0.028766446367292087,-0.9995139875755499
48540000000,27,48540000000,map,-0.0013211864279583097,0.0002246931690024212,-0.009526625275611877,0.006729495270139518,-0.009879658399870676,0.02879864655955444,-0.9995138189881558
48576000000,28,48576000000,map,-0.0012692969758063555,0.00025872717378661036,-0.00944201648235321,0.006736435999981403,-0.009860477961803425,0.02881120632041062,-0.9995135661070647
48608000000,29,48608000000,map,-0.0012797737726941705,0.00028094841400161386,-0.009413898922502995,0.006722432874199785,-0.0098507102650249,0.028795148371127954,-0.9995141983097924
